"data__message","data__story","data__updated_time","data__id","paging__previous","paging__next"
"שלום, זוג + תינוק קטן באים לביקור בארץ בחגים, מחפשים לסבלט דירה קרוב להורים: נחלת יצחק, גבול ת״א - גבעתיים. בערך מה-20 לספטמבר עד אמצע אוקטובר. יש הצעות? תודה!","","2014-08-10T09:20:01+0000","707688259256219_824771957547848","",""
"צריכים לעבור או לאחסן דירה בקרוב? יש לנו פתרון בשבילכם!! חברת הובלות אמינה ומקצועית הטובה כיום בשוק ההובלות !!! אנו נותנים שירות כגון: אריזה,הובלה,פריטים בודדים,אחסנה לכל טווח(מבנים מבטון וביטוח), מנוף, פירוק והרכבת רהיטים, שירות ברמה הגבוהה ביותר...הנחות לסטודנטים וזוגות צעירים!! הערכת מחיר בבית הלקוח ללא התחייבות! לירן -050-3043095 להצעות מחיר ניתן לפנות בטלפון, במייל -או בס.מ.ס. aluf900@walla.com  10 אחוזי הנחה למגיעים דרך מודעה זו  נשמח ללייק בדף העסק 😊 https://www.facebook.com/pages/%D7%90%D7%9C%D7%95%D7%A4%D7%99-%D7%94%D7%94%D7%95%D7%91%D7%9C%D7%95%D7%A A/1405314766375620","","2014-08-10T09:16:19+0000","707688259256219_825823554109355","",""
"","","2014-08-10T07:38:21+0000","707688259256219_825751950783182","",""
"סבלט בין ה16 לאוקטובר ועד סוף החודש, 1000 ש״ח בחדר מקסים בדירת שותפים על אלנבי, קרוב להכל. החדר מרוהט עם טלויזיה ענקית, מזגן, אינטרנט ומרפסת מקסימה. בעלי חיים מוזמנים 🍁","","2014-08-10T04:37:40+0000","707688259256219_825745407450503","",""
"הי לכולם! אנחנו מסבלטים את הדירה שלנו בתל אביב בצפון הישן, בין התאריכים: 15.9-7.11 דירת 2.5 חדרים, ברחוב יהודה המכבי בתל אביב, משופצת לגמרי, מרוהטת ומאובזרת מתאימה לזוג או ליחיד.  5400 ש""ח לחודש כולל הכל! עדיפות לחברים   Sublet for a beautiful apartment in one of the best neighborhoods in Tel Aviv. 2.5 rooms, furnished and completely equipped and renovated. Available from 15/9 to 7/11. 5 minute walk from the park, 15 minute walk from the beach, near by all the best pubs and restaurants , A quite place in a lovely street. 5400 nis per month.","","2014-08-09T20:52:50+0000","707688259256219_825589057466138","",""
"מסבלט את החדר בתל אביב רחוב ז׳בוטינסקי 20, 4 חדרי שינה, 120 מ״ר. בדירה שני שירותים ושתי מקלחות, סלון, מטבח ופינת אוכל. בחדר נשארים ארון, מיטה ומזגן. מסבלט מיום חמישי הקרוב ועד סוכות (חודשיים). המחיר: 2500₪ לחודש (כולל את הכל)  עידו 0546416117","","2014-08-09T19:43:40+0000","707688259256219_825567484134962","",""
"סאבלט לחודש במרכז תל אביב","","2014-08-09T13:54:50+0000","707688259256219_825387747486269","",""
"17.09-17.10 5,500 nis We are subletting our next to the beach apartment (Bugrashov Area) during the holiday season. The apartment has two rooms and fits up to two people with a child, it's completely equipped and renovated. 17.09-17.10 סאבלט לדירה שמתאימה ליחיד או לזוג מסבלטים את הדירה שלנו באזור בוגרשוב, ממש צמוד לים, הדירה היא דירת שני חדרים עם מזגן בכל חדר, היא מאובזרת לחלוטין וממוקמת שלוש דקות הליכה מהים. PM me for more details!","","2014-08-09T08:58:31+0000","707688259256219_825284017496642","",""
"ניר הובלות לסטודנטים שרות אמין 0507779987","‎ניר שחר‎ shared ‎ניר הובלות חדש‎'s post to the group: ‎סבלט בתל אביב לתקופות קצרות‎.","2014-08-08T12:22:28+0000","707688259256219_824801030878274","",""
"בית מפנק עם גינה גדולה ,שני חדרי שינה, לשבועים שלושה , שלם כפי יכולתך! להשקות עציצים וללטף חתולה במשמר השבעה  תאריך כניסה 17.8  0547562892 טל","","2014-08-08T12:05:54+0000","707688259256219_824794970878880","",""
"הדירה היפיפיה שלי פנויה לסאבלט בין התאריכים 19.9-18.10,  הדירה היא שניים וחצי חדרים ונמצאת מטר מכיכר רבין ברחוב שקט, במחיר 3000 בלבד. לעוד פרטים אפשר לפנות אלי בפרטי My Beautiful apartment is available for sublet between 9/19/2014 to 10/18/2014. It's located in a quiet street next to Rabin Qs. And has 2.5 rooms and the price is only 3000 NIS for the entire period. PM me for more details","","2014-08-08T11:35:11+0000","707688259256219_824782644213446","",""
"*****סבלט*** סבלט**** מסבלטת את הדירה המהממת שלי לתקופה של 5-6 חודשים בספטמבר, הדירה ממוקמת בלב פלורנטין והכי שקטה שיש, דירת קרקע מרושתת ומוארת 2 מפלסים 50 מ״ר, נדירה, בדירה יש אבזור מלא, מקרר, מכונת כביסה, טלוויזיות ואפילו פקס! באמת הכל, רק להביא בגדים. פרטים בפרטי. הדירה ללא רווח כספי! 3200 כולל מים וארנונה","","2014-08-08T10:22:07+0000","707688259256219_824757450882632","",""
"","","2014-08-08T09:30:58+0000","707688259256219_824742750884102","",""
"מפרסמת בשביל חבר תפנו אליו-סאבלט לשלושה חודשים-אפשר גם לפחות זמן-דירת 2.5 חדרים גדולה ומרווחת בכניסה לפלורנטין,רחוב שוקן. בחדר המתפנה ישנה מיטה זוגית ארון קיר ענקי שולחן כתיבה פלאזמה 50 אינצ,. בדירה ישנו את כל הריהוט הדרוש כולל אינטרנט אלחוטי מהיר! רק להביא בגדים!  הדירה ממוקמת 5 דקות הליכה מרוטישלד,7 דקות הליכה מחוף הים ובלב ליבה של פלורנטין המלאה בבארים ומסעדות בדירה נשאר שותף סטונדט בן 26 (פרטיות מלאה בדירה)  מחיר 2500 שקל כולל כל ההוצאות!!!!  כניסה מיידית  054-6550587 ארז. ...................................................................................................................................... Advertises for a friend.Sublett three months - could even less time - 2.5 room apartment a spacious entrance Florentine, Schocken Street. There is room disposable double wall cupboard Desk huge 50 inch plasma. The apartment has all the furniture The apartment has all the necessary equipment including very fast internet, just bring clothes, apartment is located five minutes walk from Rothschild, and seven minutes walk from the beach, and a heart full heart of Florentine bars and restaurants abound, Partner remained flat 26 Student (full privacy and ), Price ₪ 2,500 including expenses! Sign  Immediate  0546550587--erez","","2014-08-08T07:03:54+0000","707688259256219_824705880887789","",""
"","","2014-08-07T19:23:26+0000","707688259256219_824225924269118","",""
"ניר הובלות לסטודנטים שרות אמין 0507779987","‎ניר שחר‎ shared ‎ניר הובלות חדש‎'s post to the group: ‎סבלט בתל אביב לתקופות קצרות‎.","2014-08-07T18:57:49+0000","707688259256219_824412484250462","",""
"היי! אני ושותף נוסף, Chen Konfino, נקיים מסודרים ובעלי רצון ויכולת לשמור על הדירה היטב, מעוניינים להשכיר דירה לתקופה בינונית . אפשרות גם לשותף נוסף איתנו בדירה- מהיום ( או בימים הקרובים) עד סוף אוקטובר ( או לפני)  באיזור נורדאו- גורדון בקרבת החוף  או לחילופין באיזור לילינבלום רוטשילד אם למישהו יש הצעה מתאימה בפרטי, תודה.","","2014-08-07T14:15:17+0000","707688259256219_824281517596892","",""
"*****סבלט*** סבלט**** מסבלטת את הדירה המהממת שלי לתקופה של 5-6 חודשים בספטמבר, הדירה ממוקמת בלב פלורנטין והכי שקטה שיש, דירת קרקע מרושתת ומוארת 2 מפלסים 50 מ״ר, נדירה, בדירה יש אבזור מלא, מקרר, מכונת כביסה, טלוויזיות ואפילו פקס! באמת הכל, רק להביא בגדים. פרטים בפרטי. הדירה ללא רווח! 3200 כולל מים וארנונה","","2014-08-07T12:16:41+0000","707688259256219_824224194269291","",""
"הדירה היפיפיה שלי פנויה לסאבלט בין התאריכים 19.9-18.10,  הדירה היא שניים וחצי חדרים ונמצאת מטר מכיכר רבין ברחוב שקט, במחיר 3500 בלבד. לעוד פרטים אפשר לפנות אלי בפרטי  My Beautiful apartment is available for sublet between 9/19/2014 to 10/18/2014. It's located in a quiet street next to Rabin Qs. And has 2.5 rooms and the price is only 3500 NIS for the entire period. PM me for more details","","2014-08-07T11:11:53+0000","707688259256219_824152034276507","",""
"*SUMMER SUBLET* Hi, I'm subletting my room from the 20th of august until the end of September. The apartment is located on king George with many bars and restaurants near by. Rent is 2650₪ per month. On for more details.  Have a good day :-)","","2014-08-07T10:45:41+0000","707688259256219_824193720939005","",""
"17.09-17.10 5,500 nis We are subletting our next to the beach apartment (Bugrashov Area) during the holiday season. The apartment has two rooms and fits up to two people with a child, it's completely equipped and renovated. 17.09-17.10 סאבלט לדירה שמתאימה ליחיד או לזוג מסבלטים את הדירה שלנו באזור בוגרשוב, ממש צמוד לים, הדירה היא דירת שני חדרים עם מזגן בכל חדר, היא מאובזרת לחלוטין וממוקמת שלוש דקות הליכה מהים. PM me for more details!","","2014-08-07T10:14:25+0000","707688259256219_824183700940007","",""
"","","2014-08-07T10:13:04+0000","707688259256219_824183437606700","",""
"דירת חדר מקסימה קטנה ושקטה קרובה ללבונטין תל אביב לסיבלוט  מ-11.08  יום שני לשבוע עד עשרה ימים 130 ליום my appartment is for subletting between   11.08 for a week or more 130 per day 0543976459","","2014-08-07T10:12:13+0000","707688259256219_824183237606720","",""
"","","2014-08-07T09:08:25+0000","707688259256219_824162417608802","",""
"מסבלט את דירתי המקסימה ברחוב קינג ג'ורג' קרוב מאוד לכיכר מסריק, דירה מקורית  2.5 חדרים מוקפת בעצים מכל חלון , עורפית 3 כיוני איור מרוהטת קומלפט צריך רק להגיע עם תיק. מתאימה ל 2 שותפים או זוג, כניסה גמישה מאוד , לתקופה בת 3 חודשים. מחיר 4200 פלוס חשבונות.","","2014-08-07T08:32:55+0000","707688259256219_824151054276605","",""
"הי לכולם!! מסבלאטת את דירתי המקסימה בפלורנטין בתאריכים ה17-26 .8, דירה עורפית ושקטה, עם גינה כייפית, סלון מפנק וחדר שינה פצצה! בלב אזור שיש בו הכל פאבים בתי קפה ועשר דק הליכה מהים. כל הפינוק הזה ב1500 שח כולל הכל! פרטים נוספים בשמחה!","","2014-08-07T08:18:19+0000","707688259256219_822798397745204","",""
"מסבלטות לחודש ימים חדר בדירה המשגעת שלנו בפלורנטין בקומפרט 14. דירת שתי קומות מושקעת ומעוצבת, מרחק הליכה מהים וממקומות בילוי מרכזיים. בדירה נשארת שותפה מושלמת וכלבלבונת פצפונת. הכניסה לדירה ב 5.9.14 עד ה 06.10.14 מחיר מציאה!!  לפרטים נוספים לפנות בפרטי או ב 0507323373 ❤️","","2014-08-07T07:14:58+0000","707688259256219_824126127612431","",""
"","","2014-08-06T17:55:52+0000","707688259256219_823835997641444","",""
"הדירה היפיפיה שלי פנויה לסאבלט בין התאריכים 19.9-18.10,  הדירה היא שניים וחצי חדרים ונמצאת מטר מכיכר רבין ברחוב שקט, במחיר 3500 בלבד. לעוד פרטים אפשר לפנות אלי בפרטי","","2014-08-06T15:58:14+0000","707688259256219_823566367668407","",""
